Ticker,Price,DollarVol($M),SMA20,SMA50,SMA200,ATR_PCT,RVOL,RET5,RET20,RET63,RSI_14,MACD,MACD_Signal,MACD_Histogram,BB_Position,High_52W_Ratio,Low_52W_Ratio,Momentum_12M,Volatility_21D,Name,Sector,Industry,MktCap($B),RevYoY,OpMarginTTM,OperatingMargins(info),ROE(info),ROA(info),EV_EBITDA,PE,PEG,FCF_Yield,PB,PS,DivYield,PayoutRatio,EPS_Growth_3Y,Revenue_Growth_3Y,EBITDA_Growth_3Y,Beta,ShortPercent,InsiderOwnership,InstitutionOwnership,CreatedAtUTC,Source
CYBR,512.46,238.69,506.41600189208987,491.69300231933596,405.2179264831543,0.019073978934039712,0.8463313831785734,-0.012525049569892421,0.016745433004553778,0.22486738369869141,54.55715820931961,5.73243047373262,7.727732042739673,-1.9953015690070526,0.6383064394251033,0.9816865307825202,1.7573473053566353,0.7301147901859923,0.013091307143588098,CyberArk Software Ltd.,Technology,Software - Infrastructure,25.87,0.33097216606728663,-0.10591617921005549,-0.14608,-0.12727,-0.02056,,151.16814,,0.007665086146902564,11.065621,19.854473,0.0,0.0,-0.18732778005418993,0.3004887780514387,,0.98,0.0319,0.00027000002,0.84708,2025-11-11T07:10:30Z,us_all
EQX,12.21,163.23,11.357000064849853,10.961000022888184,7.70370002746582,0.0436878459614805,0.9073506948548278,0.12534558607020263,0.0057660373018622035,0.7929515625169581,66.12902853665096,0.12809892222817432,0.08786720907245138,0.04023171315572294,0.8044659577086415,0.9599056432251976,2.4567405540425864,1.1015490806193764,0.040480469790938424,Equinox Gold Corp.,Basic Materials,Gold,9.58,0.3914101476670915,0.1969402827784542,0.25051,0.014099999,0.034089997,12.571997283481867,69.19,0.004412121057531661,0.016316326767379756,1.7158515,4.17275,0.0,0.0,,0.26100547349286773,,1.987,,0.042719997,0.63764,2025-11-11T07:10:30Z,us_all
FI,63.8,1074.05,97.36900005340576,117.34959983825684,167.69314992904663,0.10501567865365682,0.5004741712546782,-0.02057108021405407,-0.479396184020369,-0.5178355826361632,8.358967449158328,-17.77719993645735,-14.087081732697486,-3.690118203759864,0.2213928067260271,0.26830397005095996,1.0352100946184792,-0.6945468438333364,0.09868395934848549,"Fiserv, Inc.",Technology,Information Technology Services,34.31,0.07138741947310523,0.29276937618147447,0.25385,0.1354,0.04773,6.9163527692104125,9.860896445131376,0.20124278459451786,0.13460605105641799,1.3638307,1.6216896,0.0,0.0,0.17301282144906138,0.073915905114466,,0.794,0.014400001,0.0073100002,0.90374,2025-11-11T07:10:30Z,us_all
KHC,24.38,451.51,24.93449983596802,25.6261999130249,27.17075026512146,0.02380170784489748,1.242336940543001,0.002055044686285923,-0.029072139858253077,-0.09550266980154354,35.074619075951375,-0.4437051712245115,-0.3917763455514161,-0.05192882567309537,0.2805644399826475,0.7793209568872964,1.0278246149459425,-0.21518425498432625,0.014417476381024266,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,28.86,-0.029804804804804852,-0.23020982355746306,0.17637,-0.09693,0.03711,7.832920576321373,9.364489309734514,0.23291598081228665,0.1258250787387353,0.69641227,1.1467781,,0.7306,0.08777114932251684,-0.012137086566557098,,0.076,0.064,0.2785,0.60248,2025-11-11T07:10:30Z,us_all
ADTX,5.71,1.36,22.893200087547303,68.79189970970154,555.51076431036,0.7033025035107837,0.15655148063585855,-0.12288788980154497,-0.8999386633565178,-0.9509408018894207,5.637259394712132,-19.263682980307088,-20.283557837441194,1.0198748571341056,0.257633806479261,0.0005053097378891127,1.0980769706901026,,0.1386865422159732,"Aditxt, Inc.",Healthcare,Biotechnology,0.0,-0.7923279849219438,,,-2.8220599,-0.45264,,,,,0.012388025,,0.0,0.0,-0.989398593826666,-0.6211904472540009,,1.266,0.0014,0.0,0.00093000004,2025-11-11T07:10:30Z,us_all
DFIC,33.28,32.67,32.95674991607666,32.760554733276365,29.987378005981444,0.007894070555920098,0.8097302087736902,0.011089103861982474,0.023685035297392076,0.04359960948235608,61.57405445117902,0.05954102171401132,0.0748245228591674,-0.015283501145156073,0.875991313726754,0.9979010585299266,1.3584468259237714,0.26023455064082124,0.005822240030813302,Dimensional International Core Equity 2 ETF,,,,,,,,,,16.693151,,,,,,,,,,,,,,2025-11-11T07:10:30Z,us_all
SLNO,46.31,102.77,62.42600021362305,61.87260009765625,67.08390005111694,0.10562359460500127,0.7694058114358712,-0.2945925316538517,-0.27944602781791117,-0.44445776110586677,25.047937461625565,-3.9157789735123814,-1.3314538574387134,-2.5843251160736678,0.03121062678345414,0.5233359983191018,1.0886224818201073,-0.1891087221438933,0.06960984296905572,"Soleno Therapeutics, Inc.",Healthcare,Biotechnology,2.49,,-0.9047783126425133,0.34412998,-0.20658001,-0.11748999,,,,-0.010420890772597122,5.0260477,25.207108,0.0,0.0,0.23536731549008727,,,-3.187,0.18120001,0.01787,,2025-11-11T07:10:30Z,us_all
IXUS,84.48,152.79,83.81899986267089,82.77079956054688,75.47292682647705,0.008446629351666242,0.48967675583619935,0.00404093142086448,0.025242740200695613,0.06290890524432546,58.36179162929006,0.3011579045295889,0.4162589838911852,-0.1151010793615963,0.7534928751849863,0.9951702669847723,1.3755198511606275,0.23304246366114945,0.007007895013259273,iShares Core MSCI Total International Stock ETF,,,,,,,,,,17.104654,,,,,,,,,,,,,,2025-11-11T07:10:30Z,us_all
AAPL,269.43,13322.34,263.4444984436035,252.99799926757814,224.34974586486817,0.019003103423915046,0.8348861094698834,0.0014123950940481134,0.0879027242661814,0.17322011685847394,64.26736226881363,5.328442753350373,5.630311903253014,-0.30186914990264047,0.6810468818968304,0.992741336532769,1.5664627565787286,0.18992405722515726,0.011835510576144117,Apple Inc.,Technology,Consumer Electronics,3981.19,0.06425511782832749,0.31970799762591884,0.31647,1.7142199,0.22964,27.9027876048548,36.11662,0.39601557017543854,0.024808394578009374,53.983166,9.566472,0.39,0.1367,0.10316170267609603,0.04200493918237114,,1.109,0.0074,0.01979,0.63966,2025-11-11T07:10:30Z,us_all
BST,41.42,4.74,42.26449985504151,41.30532333374023,36.712889165878295,0.01844347793046099,3.8803754638725168,-0.05152278668058252,-0.008352286327988678,0.05794327251412157,47.96747765763709,0.2821882615494289,0.5007268117933934,-0.2185385502439645,0.2742532055181098,0.939868356155443,1.4646149206005135,0.20382963588435432,0.010500129811375434,BlackRock Science and Technology Trust,Financial Services,Asset Management,1.44,,,0.0,0.19803922950569897,,,8.665271,0.6535083293569225,,1.0459872820709493,,,0.62759995,,,,,0.002,0.0,0.19912,2025-11-11T07:10:30Z,us_all
