Ticker,Price,DollarVol($M),SMA20,SMA50,ATR_PCT,RVOL,RET5,RET20,Name,Sector,Industry,MktCap($B),RevYoY,OpMarginTTM,OperatingMargins(info),ROE(info),EV_EBITDA,PE,PEG,FCF_Yield,PB,DivYield,PayoutRatio,CreatedAtUTC,Source
BNTC,15.7,0.99,14.975999975204468,14.082499961853028,0.05115102547194709,0.5280632411067193,-0.032655560561905106,0.12223016912960949,Benitec Biopharma Inc.,Healthcare,Biotechnology,0.41,,,0.0,-0.52465,,,,-0.07488325242245386,4.2363734,0.0,0.0,2025-10-28T07:36:01Z,us_all
BCAR,10.02,1.02,9.988250064849854,,0.001995003847177378,0.8464364437913299,0.0014984404900570958,0.010584631192417815,D. Boral ARC Acquisition I Corp.,Financial Services,Shell Companies,0.42,,,0.0,,,,,,-5012.4995,0.0,,2025-10-28T07:36:01Z,us_all
ELVR,24.65,2.98,26.490500068664552,,0.10508548232647193,0.4984062590553463,-0.15985005145420705,0.05341880428964352,Elevra Lithium Limited,Basic Materials,Other Industrial Metals & Mining,0.44,,,-1.30133,-0.60066,,,,,4.4167714,0.0,0.0,2025-10-28T07:36:01Z,us_all
BHE,42.29,9.03,39.6875,39.645095138549806,0.030993470699200505,0.9818709888977374,-0.011222808910426374,0.11671502108206844,"Benchmark Electronics, Inc.",Technology,Electronic Components,1.52,-0.06441442266507358,0.03433108010752751,0.03581,0.03489,10.876001723092225,40.663464,2.0113904959648217,0.049436998521690784,1.3720719,1.61,0.65379995,2025-10-28T07:36:01Z,us_all
C,100.99,1449.91,97.85249977111816,98.04100006103516,0.029939327787225047,0.9101208156720818,0.01701908116891837,-0.02103534045469302,Citigroup Inc.,Financial Services,Banks - Diversified,180.7,0.052775758205234835,,0.30606002,0.06995,,13.872252,0.6005303896103895,-0.5184575302655112,0.9315819,2.43,0.3202,2025-10-28T07:36:01Z,us_all
DERM,8.02,1.17,7.366000032424926,7.26120002746582,0.047764513804494396,1.829747939396012,0.10926700367995612,0.12957754443501135,Journey Medical Corporation,Healthcare,Drug Manufacturers - Specialty & Generic,0.21,-0.291067301499097,-0.12163767576289519,-0.19162,-0.57221,,,,-0.08831052362185308,9.780488,0.0,0.0,2025-10-28T07:36:01Z,us_all
EFIV,65.78,4.28,63.9217493057251,62.75112113952637,0.012172613372712051,1.421662700545022,0.022698990848878164,0.03983560740794201,SPDR S&P 500 ESG ETF,,,,,,,,,29.077866,,,,1.08,,2025-10-28T07:36:01Z,us_all
RWJ,49.07,6.15,48.275,47.92155830383301,0.017802555559546206,0.5205796638588367,0.01657342509786286,0.020590636981425714,Invesco S&P SmallCap 600 Revenue ETF,,,,,,,,,15.526318,,,,1.04,,2025-10-28T07:36:01Z,us_all
WBD,21.04,651.09,19.038000202178956,16.589800148010255,0.046883476906811106,0.7755624426505539,0.1484716848260419,0.11558855963022929,"Warner Bros. Discovery, Inc.",Communication Services,Entertainment,52.36,-0.04840153916894552,0.0057490700033818055,-0.00601,0.01759,10.42426587212896,67.87097,,0.048915646101408305,1.444559,0.0,0.0,2025-10-28T07:36:01Z,us_all
DYNF,60.72,210.41,59.21450004577637,58.360712127685545,0.01325875174319743,0.4781981358035379,0.020847372024377364,0.0286295523692095,iShares U.S. Equity Factor Rotation Active ETF,,,,,,,,,27.409824,,,,1.02,,2025-10-28T07:36:01Z,us_all
